no	smiles	active_g10	active_g20	active_g40	active_g60	active_g80	active_g100	N_matches	atom_match_count	c1ccccc1CNCC	c1ccccc1Cc1ccccc1	c1ccccc1CN2CCCCC2	CCNCc1ccccc1	Cc1ccccc1	Oc1ccccc1	c1ccccc1C(F)(F)F	CCOc1ccccc1	c1ccccc1CCNC	COc1ccccc1	n1ccccc1C	NCCc1ccccc1	c1cc(C)ccc1C	n1ccccc1	CCc1ccccc1
A61	CN(C)Cc2cc(OCCCCN1CCCCC1)ccc2Nc3ncnc4ccccc34	1	1	1	1	1	1	4.0	"[0. 0. 0. 1. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 4. 4. 4. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A62	CN(C)Cc4ccc3C[C@@H](N(C)C(=O)c2ccc(c1ccc(F)cc1)nc2)CCc3c4	1	1	1	1	1	1	7.0	"[0. 0. 0. 2. 5. 5. 5. 5. 4. 3. 2. 1. 0. 0. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0.
 0. 2. 2. 0. 0. 5. 5.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0
A63	CN(CCOc1nc2c(c(n1)c1ccccc1Cl)CNC(=O)N2c1c(Cl)cccc1Cl)C	1	1	1	1	1	1	1.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A64	Cn1c(CCCCCN2CC3[C@@](C2)(C3)c2ccc(cc2)C(F)(F)F)nnc1c1scnc1C	1	1	1	1	1	1	6.0	"[0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 1. 5. 2. 0. 6. 6. 6. 6. 6. 6. 2. 1. 1. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A65	Cn1c(nc2cc(ccc12)C(F)(F)F)N(Cc3ccc(cc3)C(=O)Nc4nnn[nH]4)[C@H]5CC[C@@H](CC5)C(C)(C)C	1	1	1	1	1	1	5.0	"[0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 1. 1. 2. 3. 3. 3. 3. 3. 3. 3. 1. 0.
 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
A66	CN1CC2CC1CN2c1ccc(cn1)c1ccccc1	1	1	1	1	1	1	2.0	[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 2. 1. 1. 1. 1. 1. 1. 1. 1.]	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A67	CN1CCN(CC1)c1cccc2c1CC(CO2)NC(=O)c1nn(nc1C)c1ccc(cc1C)C	1	1	1	1	1	1	7.0	"[0. 0. 0. 0. 0. 0. 0. 7. 7. 7. 7. 7. 7. 4. 4. 2. 3. 2. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A68	CNCCC(c1ccccc1)Oc1cc(Cl)ccc1C#N	1	1	1	1	1	1	5.0	[0. 0. 0. 2. 4. 2. 2. 2. 2. 2. 2. 3. 3. 3. 3. 0. 3. 3. 3. 0. 0.]	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
A69	COc1cc(ccc1Nc1ncc(c(n1)c1cnc2n1cccc2)Cl)N1CC2COCC(C1)N2	1	1	1	1	1	1	3.0	"[1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
A70	COc1cc(ccc1Nc1ncc(c(n1)c1cnc2n1cccc2)Cl)OC1CCN(CC1)C(=O)C	1	1	1	1	1	1	4.0	"[1. 2. 3. 3. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.
 0. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
A71	COc1cc2nnc(c(c2cc1N1CCN(CC1)C)Nc1cccc(c1F)Cl)C(=O)N	1	1	1	1	1	1	2.0	"[1. 2. 2. 2. 2. 0. 0. 0. 0. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A72	COc1ccc(cc1)C1(SCC(=N1)N)c1cccc(c1)c1cccnc1	1	1	1	1	1	1	6.0	"[1. 2. 4. 4. 4. 5. 4. 4. 3. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 1. 1. 1. 1.
 1. 1.]"	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
A73	COc1ccc(cc1)c1ccc(nn1)CCCNc1ccc(cc1)CN1CCCCC1	1	1	1	1	1	1	6.0	"[1. 2. 3. 3. 3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 3. 3. 3.
 3. 3. 3. 3. 1. 1. 1.]"	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A74	COc1ccc(cc1)c1nnc(o1)C(=O)N1CC(C1)Oc1ccc(c(c1)C)CN(C)C	1	1	1	1	1	1	4.0	"[1. 2. 3. 3. 3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 1. 1. 1.
 1. 1. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A75	COc1ccc(cc1)c1nnc(o1)C(=O)N1CC(C1)Oc1ccc(cc1)CN1CC(C(C1)(C)C)O	1	1	1	1	1	1	6.0	"[1. 2. 3. 3. 3. 3. 3. 3. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 3. 3. 3. 3.
 3. 3. 2. 2. 2. 2. 0. 0. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A76	COc1ccc(cc1)CC(=O)NCc1ccccc1c1ccccc1C(=O)NCCc1cccnc1	1	1	1	1	1	1	9.0	"[1. 2. 6. 6. 6. 6. 6. 6. 6. 5. 0. 4. 3. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0
A77	COc1ccc2c(c1)c(=O)n(c(n2)C)c1ccc(cc1)OCCCN1CCCC1	1	1	1	1	1	1	3.0	"[1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.
 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A78	COc1ccc2c(c1)nc(n(c2=O)c1ccc(cc1)OCCCN1CCCC1)C	1	1	1	1	1	1	3.0	"[1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0. 0.
 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A79	COc1ccc2c(n1)ccc(=O)n2CCN1CCC(CC1)NCc1cnc(c(c1)C#N)C	1	1	1	1	1	1	2.0	"[0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 1. 1. 1. 1. 1. 0. 0. 1.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
A80	COc1cccc(c1)CN(c1cccc2c1cc[nH]2)C1CCNCC1	1	1	1	1	1	1	5.0	"[1. 2. 5. 5. 5. 5. 5. 5. 3. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0.
 0.]"	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A81	COc1cccc2c1c(=O)n(c(n2)C)c1ccc(cc1)OCCCN1CCCC1	1	1	1	1	1	1	3.0	"[1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.
 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A82	COc1cccc2c1nc(C)n(c2=O)c1ccc(cc1)OCCCN1CCCC1	1	1	1	1	1	1	3.0	"[1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 0.
 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A83	COc1cnc2c(c1)n(CCN1CCC(CC1)c1[nH]c3c(n1)cc(c(c3)C)C#N)c(=O)cc2	1	1	1	1	1	1	2.0	"[0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1.
 1. 1. 1. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A84	COc1cnc2c(c1)n(CCN1CCC(CC1)c1[nH]c3c(n1)cc(c(c3)C)Cl)c(=O)cn2	1	1	1	1	1	1	2.0	"[0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1.
 1. 1. 1. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A85	COc1cnc2c(c1)n(CCN1CCN(CC1)c1[nH]c3c(n1)cc(cc3)C(F)(F)F)c(=O)cc2	1	1	1	1	1	1	3.0	"[0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 2. 2.
 2. 2. 2. 1. 1. 1. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A86	COc4ccc3c(=O)n(CC(CO)NCc1cccnc1)c(C#N)c(c2ccccc2)c3c4	1	1	1	1	1	1	5.0	"[1. 2. 2. 2. 2. 4. 2. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0.
 3. 1. 1. 1. 1. 1. 1. 4. 2.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
A87	COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]32OCc2c3cc(F)c(c2)F)C2CC2)c(c(c1)C)C	1	1	1	1	1	1	5.0	"[0. 0. 0. 1. 3. 5. 5. 5. 2. 2. 2. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 5. 5. 5. 0. 1.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
A88	F[C@H]1CN(CC[C@H]1N(C(=O)Cc1ccc(cc1)n1cnnn1)C)Cc1ccc(cn1)C(F)(F)F	1	1	1	1	1	1	6.0	"[0. 0. 0. 0. 0. 0. 1. 2. 3. 0. 4. 4. 4. 4. 4. 4. 4. 0. 0. 0. 0. 0. 0. 1.
 2. 2. 2. 2. 2. 2. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
A89	FC(Oc1ccc(cc1)S(=O)(=O)Nc1ccc(cc1)C12CNCC2C1)(F)F	1	1	1	1	1	1	6.0	"[0. 1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 4. 4. 4. 4. 4. 4. 4. 3. 2. 1. 0.
 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0
A90	FC(Oc1cccc(c1)n1nnc2c1nc(NCC1CCNCC1)cc2)(F)F	1	1	1	1	1	1	3.0	"[0. 1. 2. 2. 2. 2. 2. 2. 2. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 1. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
A91	Fc1cc(ccc1c1nnc(o1)NCCCN1CCCCC1)NC(=O)c1ccccc1F	1	1	1	1	1	1	1.0	"[0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A92	Fc1cc2c(cc1)\C(\c1c(OC2)cccc1)=C\1/CCN(CC/1)CC(C(O)=O)(C)C	1	1	1	1	1	1	6.0	"[0. 2. 2. 3. 3. 2. 2. 3. 5. 5. 3. 2. 5. 5. 5. 5. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]"	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
A93	Fc1ccc(cc1)C(=O)Nc1ccc(cc1)c1nnc(o1)NCCCN1CCCCC1	1	1	1	1	1	1	1.0	"[0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A94	Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)CN1[C@H](C)CCC[C@@H]1C	1	1	1	1	1	1	8.0	"[0. 4. 4. 4. 4. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 4. 4. 1. 4. 4.
 4. 4. 4. 3. 3. 2. 1. 1. 1. 1. 0.]"	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A95	Fc1ccc(cc1)CCN1CCN(C(=O)C1)[C@H]1CCc2c(C1)ccc(c2)CNCC(F)(F)F	1	1	1	1	1	1	7.0	"[0. 4. 4. 4. 4. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 1. 3. 3.
 3. 3. 3. 2. 2. 2. 0. 0. 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
A96	Fc1cccc(c1)C1(CCN2[C@@H]3CC[C@@H]2C[C@@H](C3)n2c(C)nc3c2cccc3)CCN(CC1)C(=O)c1ccc(cc1Cl)NS(=O)(=O)C	1	1	1	1	1	1	5.0	"[0. 2. 2. 2. 2. 2. 2. 3. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 3. 3. 3. 1. 1. 3. 0. 3. 3. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
A97	Fc1cccc(c1F)c1nc2c(n1)cn(nc2)Cc1ccc(nc1)c1ccc(cc1C(F)(F)F)C(F)(F)F	1	1	1	1	1	1	5.0	"[0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 3. 2. 2.
 3. 2. 2. 2. 2. 2. 1. 1. 1. 1. 1. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
A98	Fc1cccc2c1c(=O)n(c(n2)C)c1ccc(cc1)OCCCN1CCCC1	1	1	1	1	1	1	3.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 3. 3. 3. 3. 2. 1. 0. 0.
 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A99	N#Cc1cc(ccc1F)N1CCN(C1=O)CCN1Cc2c(C1)cccc2	1	1	1	1	1	1	3.0	"[0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 1. 2. 2. 1. 2. 2.
 2. 2.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A100	N#Cc1ccc(cc1)CNC(=O)N(c1cccc(c1)F)C1CCN(CC1)CCC1(CCN(CC1)C(=O)C(O)(C)C)c1cccc(c1)F	1	1	1	1	1	1	3.0	"[0. 2. 2. 2. 2. 2. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
A101	N#Cc1ccc2c(c1)[nH]c(n2)C1CCC2(CC1)OC(=O)N(C2)c1ccccc1	1	1	1	1	1	1	1.0	"[0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A102	N#Cc1ccc2cc1Oc1ccc3c(c1)c(ccc3)N1CC[C@H](C1=O)NC(=O)Cc1n(C2)cnc1	1	1	1	1	1	1	4.0	"[0. 2. 3. 3. 3. 3. 3. 4. 2. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
A103	N#Cc1cccc(c1)CN(c1cccc2c1cc[nH]2)C1CCNCC1	1	1	1	1	1	1	3.0	"[0. 1. 3. 3. 3. 3. 3. 3. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0.
 0.]"	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A104	N#Cc1cnccc1COc1cnc(nc1)N1CCN(CC1C)c1noc(n1)C(C)C	1	1	1	1	1	1	1.0	"[0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A105	N1CCC(CC1)N(c1cccc2c1ccs2)Cc1ccccc1	1	1	1	1	1	1	3.0	[0. 0. 2. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 3. 3. 3. 3.]	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A106	N1CCC(CC1)N(c1cccc2c1cn[nH]2)Cc1ccccc1	1	1	1	1	1	1	3.0	[0. 0. 2. 2. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 3. 3. 3. 3.]	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A107	n1cccc(c12)cc(cc2)CCN3[C@H](C)CCC3	1	1	1	1	1	1	5.0	[1. 1. 1. 1. 5. 5. 4. 4. 4. 4. 4. 3. 2. 1. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
A108	NC(=O)c1ccc(cc1F)Nc1nccc(n1)c1cnc(n1C(C)C)C	1	1	1	1	1	1	1.0	"[0. 1. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A109	Nc1ccc(cn1)c1nnc([nH]1)C1CCN(CC1)Cc1ccc(cc1)c1nc2cc[nH]c(=O)c2cc1c1ccccc1	1	1	1	1	1	1	7.0	"[0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 1. 3. 3. 3. 1. 1. 5. 5. 5. 5. 6. 5.
 5. 2. 1. 1. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 0.]"	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0
A110	O(C[C@H]([NH3+])C)c1c(cccc1C)C	1	1	1	1	1	1	4.0	[3. 2. 1. 0. 0. 4. 4. 4. 4. 4. 4. 1. 0.]	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A111	O(C[C@H](O)C[NH2+]C(C)C)c1c2c(ccc1)cccc2	1	1	1	1	1	1	3.0	[3. 2. 1. 0. 0. 0. 0. 0. 0. 3. 3. 3. 3. 3. 3. 0. 0. 0. 0.]	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A112	O=C([C@@H](Oc1cccc2c1c(ncn2)Nc1ccc(c(c1)Cl)OCc1ccccn1)C)N(C)C	1	1	1	1	1	1	5.0	"[0. 1. 2. 3. 3. 3. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 2. 2. 2. 2. 2. 2. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
A113	O=C([C@H](Oc1cccc2c1c(ncn2)Nc1ccc(c(c1)Cl)OCc1ccccn1)C)N1CCOCC1	1	1	1	1	1	1	5.0	"[0. 1. 2. 3. 3. 3. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
A114	O=C(c1cc(ccc1OC(C(F)(F)F)C)S(=O)(=O)C)N1CCN(CC1)c1ccc(cc1)C(F)(F)F	1	1	1	1	1	1	7.0	"[0. 3. 6. 6. 6. 6. 6. 6. 3. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 0. 0.
 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]"	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
A115	O=C(c1ccc(nc1)N1CCC2(CC1)CCN(C2)C(=O)C)Nc1cc(ccc1N)c1cccs1	1	1	1	1	1	1	2.0	"[0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
 1. 1. 1. 1. 0. 1. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A116	O=C(c1ccc(nc1)N1CCC2(CC1)CN(C2)C(=O)C)Nc1cc(ccc1N)c1cccs1	1	1	1	1	1	1	2.0	"[0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1.
 1. 1. 1. 0. 1. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A117	O=C(c1ccc(nc1)N1CCC2(CC1)CNCC2)Nc1cc(ccc1N)c1cccs1	1	1	1	1	1	1	2.0	"[0. 0. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1.
 1. 0. 1. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
A118	O=C(C1CCN(CC1)Cc1ccn(c1)c1ccc(cc1)C(F)(F)F)NCCc1ccccn1	1	1	1	1	1	1	4.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 2. 1. 1. 1.
 0. 0. 1. 2. 2. 2. 2. 2. 2.]"	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
A119	O=C(N1CCC(C1)NC1CCC(CC1)(O)c1ccc(cn1)c1ncccn1)C1CCN(CC1)c1cccc(n1)C(F)(F)F	1	1	1	1	1	1	2.0	"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 2. 2. 2. 2. 2. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
